"pathogen","country","location","dateStart","dateEnd","count","countCumu","source"
"Dengue","Colombia","Boyaca",2014-01-05,2014-01-11,9,9,"C-NIH"
"Dengue","Colombia","Caldas",2014-01-05,2014-01-11,13,13,"C-NIH"
"Dengue","Colombia","Caqueta",2014-01-05,2014-01-11,3,3,"C-NIH"
"Dengue","Colombia","Casanare",2014-01-05,2014-01-11,23,23,"C-NIH"
"Dengue","Colombia","Cauca",2014-01-05,2014-01-11,6,6,"C-NIH"
"Dengue","Colombia","Cesar",2014-01-05,2014-01-11,69,69,"C-NIH"
"Dengue","Colombia","Choco",2014-01-05,2014-01-11,4,4,"C-NIH"
"Dengue","Colombia","Cordoba",2014-01-05,2014-01-11,124,124,"C-NIH"
"Dengue","Colombia","Cundinamarca",2014-01-05,2014-01-11,96,96,"C-NIH"
"Dengue","Colombia","Guainia",2014-01-05,2014-01-11,1,1,"C-NIH"
"Dengue","Colombia","Guajira",2014-01-05,2014-01-11,79,79,"C-NIH"
"Dengue","Colombia","Guaviare",2014-01-05,2014-01-11,13,13,"C-NIH"
"Dengue","Colombia","Huila",2014-01-05,2014-01-11,151,151,"C-NIH"
"Dengue","Colombia","Magdalena",2014-01-05,2014-01-11,70,70,"C-NIH"
"Dengue","Colombia","Meta",2014-01-05,2014-01-11,109,109,"C-NIH"
"Dengue","Colombia","Narino",2014-01-05,2014-01-11,15,15,"C-NIH"
"Dengue","Colombia","Norte_Santander",2014-01-05,2014-01-11,184,184,"C-NIH"
"Dengue","Colombia","Putumayo",2014-01-05,2014-01-11,70,70,"C-NIH"
"Dengue","Colombia","Quindio",2014-01-05,2014-01-11,128,128,"C-NIH"
"Dengue","Colombia","Risaralda",2014-01-05,2014-01-11,12,12,"C-NIH"
"Dengue","Colombia","San_Andres",2014-01-05,2014-01-11,1,1,"C-NIH"
"Dengue","Colombia","Santander",2014-01-05,2014-01-11,271,271,"C-NIH"
"Dengue","Colombia","Sucre",2014-01-05,2014-01-11,110,110,"C-NIH"
"Dengue","Colombia","Tolima",2014-01-05,2014-01-11,220,220,"C-NIH"
"Dengue","Colombia","Valle",2014-01-05,2014-01-11,249,249,"C-NIH"
"Dengue","Colombia","Vaupes",2014-01-05,2014-01-11,0,0,"C-NIH"
"Dengue","Colombia","Vichada",2014-01-05,2014-01-11,7,7,"C-NIH"
"Dengue","Colombia","Amazonas",2014-01-12,2014-01-18,4,4,"C-NIH"
"Dengue","Colombia","Antioquia",2014-01-12,2014-01-18,131,131,"C-NIH"
"Dengue","Colombia","Arauca",2014-01-12,2014-01-18,15,15,"C-NIH"
"Dengue","Colombia","Atlantico",2014-01-12,2014-01-18,218,218,"C-NIH"
"Dengue","Colombia","Bogota",2014-01-12,2014-01-18,3,3,"C-NIH"
"Dengue","Colombia","Bolivar",2014-01-12,2014-01-18,102,102,"C-NIH"
"Dengue","Colombia","Boyaca",2014-01-12,2014-01-18,15,15,"C-NIH"
"Dengue","Colombia","Caldas",2014-01-12,2014-01-18,28,28,"C-NIH"
"Dengue","Colombia","Caqueta",2014-01-12,2014-01-18,6,6,"C-NIH"
"Dengue","Colombia","Casanare",2014-01-12,2014-01-18,25,25,"C-NIH"
"Dengue","Colombia","Cauca",2014-01-12,2014-01-18,11,11,"C-NIH"
"Dengue","Colombia","Cesar",2014-01-12,2014-01-18,69,69,"C-NIH"
"Dengue","Colombia","Choco",2014-01-12,2014-01-18,7,7,"C-NIH"
"Dengue","Colombia","Cordoba",2014-01-12,2014-01-18,138,138,"C-NIH"
"Dengue","Colombia","Cundinamarca",2014-01-12,2014-01-18,85,85,"C-NIH"
"Dengue","Colombia","Guainia",2014-01-12,2014-01-18,5,5,"C-NIH"
"Dengue","Colombia","Guajira",2014-01-12,2014-01-18,67,67,"C-NIH"
"Dengue","Colombia","Guaviare",2014-01-12,2014-01-18,11,11,"C-NIH"
"Dengue","Colombia","Huila",2014-01-12,2014-01-18,169,169,"C-NIH"
"Dengue","Colombia","Magdalena",2014-01-12,2014-01-18,50,50,"C-NIH"
"Dengue","Colombia","Meta",2014-01-12,2014-01-18,97,97,"C-NIH"
"Dengue","Colombia","Narino",2014-01-12,2014-01-18,21,21,"C-NIH"
"Dengue","Colombia","Norte_Santander",2014-01-12,2014-01-18,159,159,"C-NIH"
"Dengue","Colombia","Putumayo",2014-01-12,2014-01-18,86,86,"C-NIH"
"Dengue","Colombia","Quindio",2014-01-12,2014-01-18,128,128,"C-NIH"
"Dengue","Colombia","Risaralda",2014-01-12,2014-01-18,5,5,"C-NIH"
"Dengue","Colombia","San_Andres",2014-01-12,2014-01-18,1,1,"C-NIH"
"Dengue","Colombia","Santander",2014-01-12,2014-01-18,241,241,"C-NIH"
"Dengue","Colombia","Sucre",2014-01-12,2014-01-18,99,99,"C-NIH"
"Dengue","Colombia","Tolima",2014-01-12,2014-01-18,250,250,"C-NIH"
"Dengue","Colombia","Valle",2014-01-12,2014-01-18,211,211,"C-NIH"
"Dengue","Colombia","Vaupes",2014-01-12,2014-01-18,0,0,"C-NIH"
"Dengue","Colombia","Vichada",2014-01-12,2014-01-18,5,5,"C-NIH"
"Dengue","Colombia","Amazonas",2014-01-19,2014-01-25,9,9,"C-NIH"
"Dengue","Colombia","Antioquia",2014-01-19,2014-01-25,141,141,"C-NIH"
"Dengue","Colombia","Arauca",2014-01-19,2014-01-25,16,16,"C-NIH"
"Dengue","Colombia","Atlantico",2014-01-19,2014-01-25,211,211,"C-NIH"
"Dengue","Colombia","Bogota",2014-01-19,2014-01-25,5,5,"C-NIH"
"Dengue","Colombia","Bolivar",2014-01-19,2014-01-25,116,116,"C-NIH"
"Dengue","Colombia","Boyaca",2014-01-19,2014-01-25,7,7,"C-NIH"
"Dengue","Colombia","Caldas",2014-01-19,2014-01-25,23,23,"C-NIH"
"Dengue","Colombia","Caqueta",2014-01-19,2014-01-25,10,10,"C-NIH"
"Dengue","Colombia","Casanare",2014-01-19,2014-01-25,34,34,"C-NIH"
"Dengue","Colombia","Cauca",2014-01-19,2014-01-25,11,11,"C-NIH"
"Dengue","Colombia","Cesar",2014-01-19,2014-01-25,72,72,"C-NIH"
"Dengue","Colombia","Choco",2014-01-19,2014-01-25,6,6,"C-NIH"
"Dengue","Colombia","Cordoba",2014-01-19,2014-01-25,166,166,"C-NIH"
"Dengue","Colombia","Cundinamarca",2014-01-19,2014-01-25,91,91,"C-NIH"
"Dengue","Colombia","Guainia",2014-01-19,2014-01-25,4,4,"C-NIH"
"Dengue","Colombia","Guajira",2014-01-19,2014-01-25,67,67,"C-NIH"
"Dengue","Colombia","Guaviare",2014-01-19,2014-01-25,9,9,"C-NIH"
"Dengue","Colombia","Huila",2014-01-19,2014-01-25,197,197,"C-NIH"
"Dengue","Colombia","Magdalena",2014-01-19,2014-01-25,45,45,"C-NIH"
"Dengue","Colombia","Meta",2014-01-19,2014-01-25,114,114,"C-NIH"
"Dengue","Colombia","Narino",2014-01-19,2014-01-25,12,12,"C-NIH"
"Dengue","Colombia","Norte_Santander",2014-01-19,2014-01-25,169,169,"C-NIH"
"Dengue","Colombia","Putumayo",2014-01-19,2014-01-25,94,94,"C-NIH"
"Dengue","Colombia","Quindio",2014-01-19,2014-01-25,104,104,"C-NIH"
"Dengue","Colombia","Risaralda",2014-01-19,2014-01-25,8,8,"C-NIH"
"Dengue","Colombia","San_Andres",2014-01-19,2014-01-25,0,0,"C-NIH"
"Dengue","Colombia","Santander",2014-01-19,2014-01-25,263,263,"C-NIH"
"Dengue","Colombia","Sucre",2014-01-19,2014-01-25,91,91,"C-NIH"
"Dengue","Colombia","Tolima",2014-01-19,2014-01-25,221,221,"C-NIH"
"Dengue","Colombia","Valle",2014-01-19,2014-01-25,243,243,"C-NIH"
"Dengue","Colombia","Vaupes",2014-01-19,2014-01-25,0,0,"C-NIH"
"Dengue","Colombia","Vichada",2014-01-19,2014-01-25,2,2,"C-NIH"
"Dengue","Colombia","Amazonas",2014-01-26,2014-02-01,5,5,"C-NIH"
"Dengue","Colombia","Antioquia",2014-01-26,2014-02-01,118,118,"C-NIH"
"Dengue","Colombia","Arauca",2014-01-26,2014-02-01,17,17,"C-NIH"
"Dengue","Colombia","Atlantico",2014-01-26,2014-02-01,155,155,"C-NIH"
"Dengue","Colombia","Bogota",2014-01-26,2014-02-01,4,4,"C-NIH"
"Dengue","Colombia","Bolivar",2014-01-26,2014-02-01,72,72,"C-NIH"
"Dengue","Colombia","Boyaca",2014-01-26,2014-02-01,7,7,"C-NIH"
"Dengue","Colombia","Caldas",2014-01-26,2014-02-01,19,19,"C-NIH"
"Dengue","Colombia","Caqueta",2014-01-26,2014-02-01,6,6,"C-NIH"
"Dengue","Colombia","Casanare",2014-01-26,2014-02-01,21,21,"C-NIH"
"Dengue","Colombia","Cauca",2014-01-26,2014-02-01,18,18,"C-NIH"
"Dengue","Colombia","Cesar",2014-01-26,2014-02-01,56,56,"C-NIH"
"Dengue","Colombia","Choco",2014-01-26,2014-02-01,2,2,"C-NIH"
"Dengue","Colombia","Cordoba",2014-01-26,2014-02-01,95,95,"C-NIH"
"Dengue","Colombia","Cundinamarca",2014-01-26,2014-02-01,79,79,"C-NIH"
"Dengue","Colombia","Guainia",2014-01-26,2014-02-01,1,1,"C-NIH"
"Dengue","Colombia","Guajira",2014-01-26,2014-02-01,56,56,"C-NIH"
"Dengue","Colombia","Guaviare",2014-01-26,2014-02-01,13,13,"C-NIH"
"Dengue","Colombia","Huila",2014-01-26,2014-02-01,225,225,"C-NIH"
"Dengue","Colombia","Magdalena",2014-01-26,2014-02-01,36,36,"C-NIH"
"Dengue","Colombia","Meta",2014-01-26,2014-02-01,117,117,"C-NIH"
"Dengue","Colombia","Narino",2014-01-26,2014-02-01,9,9,"C-NIH"
"Dengue","Colombia","Norte_Santander",2014-01-26,2014-02-01,169,169,"C-NIH"
"Dengue","Colombia","Putumayo",2014-01-26,2014-02-01,88,88,"C-NIH"
"Dengue","Colombia","Quindio",2014-01-26,2014-02-01,106,106,"C-NIH"
"Dengue","Colombia","Risaralda",2014-01-26,2014-02-01,11,11,"C-NIH"
"Dengue","Colombia","San_Andres",2014-01-26,2014-02-01,2,2,"C-NIH"
"Dengue","Colombia","Santander",2014-01-26,2014-02-01,218,218,"C-NIH"
"Dengue","Colombia","Sucre",2014-01-26,2014-02-01,79,79,"C-NIH"
"Dengue","Colombia","Tolima",2014-01-26,2014-02-01,175,175,"C-NIH"
"Dengue","Colombia","Valle",2014-01-26,2014-02-01,201,201,"C-NIH"
"Dengue","Colombia","Vaupes",2014-01-26,2014-02-01,0,0,"C-NIH"
"Dengue","Colombia","Vichada",2014-01-26,2014-02-01,7,7,"C-NIH"
"Dengue","Colombia","Amazonas",2014-02-02,2014-02-08,2,2,"C-NIH"
"Dengue","Colombia","Antioquia",2014-02-02,2014-02-08,84,84,"C-NIH"
"Dengue","Colombia","Arauca",2014-02-02,2014-02-08,16,16,"C-NIH"
"Dengue","Colombia","Atlantico",2014-02-02,2014-02-08,135,135,"C-NIH"
"Dengue","Colombia","Bogota",2014-02-02,2014-02-08,3,3,"C-NIH"
"Dengue","Colombia","Bolivar",2014-02-02,2014-02-08,88,88,"C-NIH"
"Dengue","Colombia","Boyaca",2014-02-02,2014-02-08,8,8,"C-NIH"
"Dengue","Colombia","Caldas",2014-02-02,2014-02-08,18,18,"C-NIH"
"Dengue","Colombia","Caqueta",2014-02-02,2014-02-08,14,14,"C-NIH"
"Dengue","Colombia","Casanare",2014-02-02,2014-02-08,29,29,"C-NIH"
"Dengue","Colombia","Cauca",2014-02-02,2014-02-08,9,9,"C-NIH"
"Dengue","Colombia","Cesar",2014-02-02,2014-02-08,50,50,"C-NIH"
"Dengue","Colombia","Choco",2014-02-02,2014-02-08,3,3,"C-NIH"
"Dengue","Colombia","Cordoba",2014-02-02,2014-02-08,102,102,"C-NIH"
"Dengue","Colombia","Cundinamarca",2014-02-02,2014-02-08,59,59,"C-NIH"
"Dengue","Colombia","Guainia",2014-02-02,2014-02-08,3,3,"C-NIH"
"Dengue","Colombia","Guajira",2014-02-02,2014-02-08,50,50,"C-NIH"
"Dengue","Colombia","Guaviare",2014-02-02,2014-02-08,6,6,"C-NIH"
"Dengue","Colombia","Huila",2014-02-02,2014-02-08,209,209,"C-NIH"
"Dengue","Colombia","Magdalena",2014-02-02,2014-02-08,26,26,"C-NIH"
"Dengue","Colombia","Meta",2014-02-02,2014-02-08,129,129,"C-NIH"
"Dengue","Colombia","Narino",2014-02-02,2014-02-08,7,7,"C-NIH"
"Dengue","Colombia","Norte_Santander",2014-02-02,2014-02-08,164,164,"C-NIH"
"Dengue","Colombia","Putumayo",2014-02-02,2014-02-08,118,118,"C-NIH"
"Dengue","Colombia","Quindio",2014-02-02,2014-02-08,102,102,"C-NIH"
"Dengue","Colombia","Risaralda",2014-02-02,2014-02-08,15,15,"C-NIH"
"Dengue","Colombia","San_Andres",2014-02-02,2014-02-08,1,1,"C-NIH"
"Dengue","Colombia","Santander",2014-02-02,2014-02-08,258,258,"C-NIH"
"Dengue","Colombia","Sucre",2014-02-02,2014-02-08,92,92,"C-NIH"
"Dengue","Colombia","Tolima",2014-02-02,2014-02-08,156,156,"C-NIH"
"Dengue","Colombia","Valle",2014-02-02,2014-02-08,212,212,"C-NIH"
"Dengue","Colombia","Vaupes",2014-02-02,2014-02-08,1,1,"C-NIH"
"Dengue","Colombia","Vichada",2014-02-02,2014-02-08,5,5,"C-NIH"
"Dengue","Colombia","Amazonas",2014-02-09,2014-02-15,9,9,"C-NIH"
"Dengue","Colombia","Antioquia",2014-02-09,2014-02-15,112,112,"C-NIH"
"Dengue","Colombia","Arauca",2014-02-09,2014-02-15,22,22,"C-NIH"
"Dengue","Colombia","Atlantico",2014-02-09,2014-02-15,116,116,"C-NIH"
"Dengue","Colombia","Bogota",2014-02-09,2014-02-15,3,3,"C-NIH"
"Dengue","Colombia","Bolivar",2014-02-09,2014-02-15,58,58,"C-NIH"
"Dengue","Colombia","Boyaca",2014-02-09,2014-02-15,7,7,"C-NIH"
"Dengue","Colombia","Caldas",2014-02-09,2014-02-15,21,21,"C-NIH"
"Dengue","Colombia","Caqueta",2014-02-09,2014-02-15,11,11,"C-NIH"
"Dengue","Colombia","Casanare",2014-02-09,2014-02-15,24,24,"C-NIH"
"Dengue","Colombia","Cauca",2014-02-09,2014-02-15,10,10,"C-NIH"
"Dengue","Colombia","Cesar",2014-02-09,2014-02-15,51,51,"C-NIH"
"Dengue","Colombia","Choco",2014-02-09,2014-02-15,3,3,"C-NIH"
"Dengue","Colombia","Cordoba",2014-02-09,2014-02-15,92,92,"C-NIH"
"Dengue","Colombia","Cundinamarca",2014-02-09,2014-02-15,61,61,"C-NIH"
"Dengue","Colombia","Guainia",2014-02-09,2014-02-15,0,0,"C-NIH"
"Dengue","Colombia","Guajira",2014-02-09,2014-02-15,44,44,"C-NIH"
"Dengue","Colombia","Guaviare",2014-02-09,2014-02-15,8,8,"C-NIH"
"Dengue","Colombia","Huila",2014-02-09,2014-02-15,234,234,"C-NIH"
"Dengue","Colombia","Magdalena",2014-02-09,2014-02-15,20,20,"C-NIH"
"Dengue","Colombia","Meta",2014-02-09,2014-02-15,127,127,"C-NIH"
"Dengue","Colombia","Narino",2014-02-09,2014-02-15,11,11,"C-NIH"
"Dengue","Colombia","Norte_Santander",2014-02-09,2014-02-15,149,149,"C-NIH"
"Dengue","Colombia","Putumayo",2014-02-09,2014-02-15,102,102,"C-NIH"
"Dengue","Colombia","Quindio",2014-02-09,2014-02-15,106,106,"C-NIH"
"Dengue","Colombia","Risaralda",2014-02-09,2014-02-15,13,13,"C-NIH"
"Dengue","Colombia","San_Andres",2014-02-09,2014-02-15,3,3,"C-NIH"
"Dengue","Colombia","Santander",2014-02-09,2014-02-15,268,268,"C-NIH"
"Dengue","Colombia","Sucre",2014-02-09,2014-02-15,93,93,"C-NIH"
"Dengue","Colombia","Tolima",2014-02-09,2014-02-15,177,177,"C-NIH"
"Dengue","Colombia","Valle",2014-02-09,2014-02-15,167,167,"C-NIH"
"Dengue","Colombia","Vaupes",2014-02-09,2014-02-15,0,0,"C-NIH"
"Dengue","Colombia","Vichada",2014-02-09,2014-02-15,5,5,"C-NIH"
"Dengue","Colombia","Amazonas",2014-02-16,2014-02-22,4,4,"C-NIH"
"Dengue","Colombia","Antioquia",2014-02-16,2014-02-22,91,91,"C-NIH"
"Dengue","Colombia","Arauca",2014-02-16,2014-02-22,25,25,"C-NIH"
"Dengue","Colombia","Atlantico",2014-02-16,2014-02-22,104,104,"C-NIH"
"Dengue","Colombia","Bogota",2014-02-16,2014-02-22,1,1,"C-NIH"
"Dengue","Colombia","Bolivar",2014-02-16,2014-02-22,47,47,"C-NIH"
"Dengue","Colombia","Boyaca",2014-02-16,2014-02-22,10,10,"C-NIH"
"Dengue","Colombia","Caldas",2014-02-16,2014-02-22,21,21,"C-NIH"
"Dengue","Colombia","Caqueta",2014-02-16,2014-02-22,11,11,"C-NIH"
"Dengue","Colombia","Casanare",2014-02-16,2014-02-22,20,20,"C-NIH"
"Dengue","Colombia","Cauca",2014-02-16,2014-02-22,12,12,"C-NIH"
"Dengue","Colombia","Cesar",2014-02-16,2014-02-22,53,53,"C-NIH"
"Dengue","Colombia","Choco",2014-02-16,2014-02-22,7,7,"C-NIH"
"Dengue","Colombia","Cordoba",2014-02-16,2014-02-22,77,77,"C-NIH"
"Dengue","Colombia","Cundinamarca",2014-02-16,2014-02-22,76,76,"C-NIH"
"Dengue","Colombia","Guainia",2014-02-16,2014-02-22,6,6,"C-NIH"
"Dengue","Colombia","Guajira",2014-02-16,2014-02-22,49,49,"C-NIH"
"Dengue","Colombia","Guaviare",2014-02-16,2014-02-22,10,10,"C-NIH"
"Dengue","Colombia","Huila",2014-02-16,2014-02-22,208,208,"C-NIH"
"Dengue","Colombia","Magdalena",2014-02-16,2014-02-22,32,32,"C-NIH"
"Dengue","Colombia","Meta",2014-02-16,2014-02-22,153,153,"C-NIH"
"Dengue","Colombia","Narino",2014-02-16,2014-02-22,14,14,"C-NIH"
"Dengue","Colombia","Norte_Santander",2014-02-16,2014-02-22,187,187,"C-NIH"
"Dengue","Colombia","Putumayo",2014-02-16,2014-02-22,84,84,"C-NIH"
"Dengue","Colombia","Quindio",2014-02-16,2014-02-22,128,128,"C-NIH"
"Dengue","Colombia","Risaralda",2014-02-16,2014-02-22,10,10,"C-NIH"
"Dengue","Colombia","San_Andres",2014-02-16,2014-02-22,0,0,"C-NIH"
"Dengue","Colombia","Santander",2014-02-16,2014-02-22,261,261,"C-NIH"
"Dengue","Colombia","Sucre",2014-02-16,2014-02-22,66,66,"C-NIH"
"Dengue","Colombia","Tolima",2014-02-16,2014-02-22,149,149,"C-NIH"
"Dengue","Colombia","Valle",2014-02-16,2014-02-22,211,211,"C-NIH"
"Dengue","Colombia","Vaupes",2014-02-16,2014-02-22,0,0,"C-NIH"
"Dengue","Colombia","Vichada",2014-02-16,2014-02-22,6,6,"C-NIH"
"Dengue","Colombia","Amazonas",2014-02-23,2014-03-01,9,9,"C-NIH"
"Dengue","Colombia","Antioquia",2014-02-23,2014-03-01,83,83,"C-NIH"
"Dengue","Colombia","Arauca",2014-02-23,2014-03-01,16,16,"C-NIH"
"Dengue","Colombia","Atlantico",2014-02-23,2014-03-01,66,66,"C-NIH"
"Dengue","Colombia","Bogota",2014-02-23,2014-03-01,2,2,"C-NIH"
"Dengue","Colombia","Bolivar",2014-02-23,2014-03-01,36,36,"C-NIH"
"Dengue","Colombia","Boyaca",2014-02-23,2014-03-01,10,10,"C-NIH"
"Dengue","Colombia","Caldas",2014-02-23,2014-03-01,13,13,"C-NIH"
"Dengue","Colombia","Caqueta",2014-02-23,2014-03-01,10,10,"C-NIH"
"Dengue","Colombia","Casanare",2014-02-23,2014-03-01,21,21,"C-NIH"
"Dengue","Colombia","Cauca",2014-02-23,2014-03-01,7,7,"C-NIH"
"Dengue","Colombia","Cesar",2014-02-23,2014-03-01,34,34,"C-NIH"
"Dengue","Colombia","Choco",2014-02-23,2014-03-01,2,2,"C-NIH"
"Dengue","Colombia","Cordoba",2014-02-23,2014-03-01,71,71,"C-NIH"
"Dengue","Colombia","Cundinamarca",2014-02-23,2014-03-01,66,66,"C-NIH"
"Dengue","Colombia","Guainia",2014-02-23,2014-03-01,19,19,"C-NIH"
"Dengue","Colombia","Guajira",2014-02-23,2014-03-01,26,26,"C-NIH"
"Dengue","Colombia","Guaviare",2014-02-23,2014-03-01,8,8,"C-NIH"
"Dengue","Colombia","Huila",2014-02-23,2014-03-01,206,206,"C-NIH"
"Dengue","Colombia","Magdalena",2014-02-23,2014-03-01,30,30,"C-NIH"
"Dengue","Colombia","Meta",2014-02-23,2014-03-01,129,129,"C-NIH"
"Dengue","Colombia","Narino",2014-02-23,2014-03-01,13,13,"C-NIH"
"Dengue","Colombia","Norte_Santander",2014-02-23,2014-03-01,128,128,"C-NIH"
"Dengue","Colombia","Putumayo",2014-02-23,2014-03-01,90,90,"C-NIH"
"Dengue","Colombia","Quindio",2014-02-23,2014-03-01,114,114,"C-NIH"
"Dengue","Colombia","Risaralda",2014-02-23,2014-03-01,6,6,"C-NIH"
"Dengue","Colombia","San_Andres",2014-02-23,2014-03-01,1,1,"C-NIH"
"Dengue","Colombia","Santander",2014-02-23,2014-03-01,241,241,"C-NIH"
"Dengue","Colombia","Sucre",2014-02-23,2014-03-01,66,66,"C-NIH"
"Dengue","Colombia","Tolima",2014-02-23,2014-03-01,150,150,"C-NIH"
"Dengue","Colombia","Valle",2014-02-23,2014-03-01,165,165,"C-NIH"
"Dengue","Colombia","Vaupes",2014-02-23,2014-03-01,0,0,"C-NIH"
"Dengue","Colombia","Vichada",2014-02-23,2014-03-01,14,14,"C-NIH"
"Dengue","Colombia","Amazonas",2014-03-02,2014-03-08,6,6,"C-NIH"
"Dengue","Colombia","Antioquia",2014-03-02,2014-03-08,67,67,"C-NIH"
"Dengue","Colombia","Arauca",2014-03-02,2014-03-08,21,21,"C-NIH"
"Dengue","Colombia","Atlantico",2014-03-02,2014-03-08,71,71,"C-NIH"
"Dengue","Colombia","Bogota",2014-03-02,2014-03-08,5,5,"C-NIH"
"Dengue","Colombia","Bolivar",2014-03-02,2014-03-08,29,29,"C-NIH"
"Dengue","Colombia","Boyaca",2014-03-02,2014-03-08,13,13,"C-NIH"
"Dengue","Colombia","Caldas",2014-03-02,2014-03-08,29,29,"C-NIH"
"Dengue","Colombia","Caqueta",2014-03-02,2014-03-08,10,10,"C-NIH"
"Dengue","Colombia","Casanare",2014-03-02,2014-03-08,29,29,"C-NIH"
"Dengue","Colombia","Cauca",2014-03-02,2014-03-08,12,12,"C-NIH"
"Dengue","Colombia","Cesar",2014-03-02,2014-03-08,36,36,"C-NIH"
"Dengue","Colombia","Choco",2014-03-02,2014-03-08,4,4,"C-NIH"
"Dengue","Colombia","Cordoba",2014-03-02,2014-03-08,63,63,"C-NIH"
"Dengue","Colombia","Cundinamarca",2014-03-02,2014-03-08,63,63,"C-NIH"
"Dengue","Colombia","Guainia",2014-03-02,2014-03-08,8,8,"C-NIH"
"Dengue","Colombia","Guajira",2014-03-02,2014-03-08,27,27,"C-NIH"
"Dengue","Colombia","Guaviare",2014-03-02,2014-03-08,28,28,"C-NIH"
"Dengue","Colombia","Huila",2014-03-02,2014-03-08,199,199,"C-NIH"
"Dengue","Colombia","Magdalena",2014-03-02,2014-03-08,26,26,"C-NIH"
"Dengue","Colombia","Meta",2014-03-02,2014-03-08,140,140,"C-NIH"
"Dengue","Colombia","Narino",2014-03-02,2014-03-08,13,13,"C-NIH"
"Dengue","Colombia","Norte_Santander",2014-03-02,2014-03-08,132,132,"C-NIH"
"Dengue","Colombia","Putumayo",2014-03-02,2014-03-08,146,146,"C-NIH"
"Dengue","Colombia","Quindio",2014-03-02,2014-03-08,108,108,"C-NIH"
"Dengue","Colombia","Risaralda",2014-03-02,2014-03-08,14,14,"C-NIH"
"Dengue","Colombia","San_Andres",2014-03-02,2014-03-08,1,1,"C-NIH"
"Dengue","Colombia","Santander",2014-03-02,2014-03-08,228,228,"C-NIH"
"Dengue","Colombia","Sucre",2014-03-02,2014-03-08,62,62,"C-NIH"
"Dengue","Colombia","Tolima",2014-03-02,2014-03-08,145,145,"C-NIH"
"Dengue","Colombia","Valle",2014-03-02,2014-03-08,188,188,"C-NIH"
